,cpufreq,uncore_min,uncore_max,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
1575,2466666,20,20,123m,52k,210,500ms,2,0.7,14m,99k,90m,114k,12g,12g,240s,1s,1,true,0.7999999999999999,true,false,0.5
1576,2466666,15,15,27m,30k,630,320ms,1,0.6,58m,56k,48m,44k,14g,9g,320s,1s,6,false,0.6,false,false,0.5
1577,1200000,10,10,97m,84k,410,220ms,1,0.7999999999999999,16m,117k,46m,84k,10g,18g,440s,3s,8,false,0.7,true,false,0.7999999999999999
1578,2466666,20,20,92m,93k,380,270ms,3,0.6,50m,47k,100m,26k,9g,17g,480s,5s,8,true,0.5,false,true,0.6
1579,1833333,20,20,108m,67k,470,900ms,3,0.6,52m,127k,46m,114k,9g,16g,260s,7s,5,false,0.8999999999999999,false,false,0.8999999999999999
1580,1833333,10,10,106m,107k,100,100ms,2,0.8999999999999999,56m,53k,64m,74k,11g,12g,240s,5s,7,false,0.9999999999999999,false,true,0.5
1581,1833333,15,15,95m,98k,960,790ms,2,0.5,14m,124k,80m,126k,8g,9g,280s,8s,5,false,0.6,false,false,0.8999999999999999
1582,3100000,15,15,74m,101k,640,380ms,4,0.7999999999999999,38m,45k,40m,66k,9g,13g,360s,7s,1,false,0.8999999999999999,true,true,0.7999999999999999
1583,1833333,30,30,100m,25k,440,480ms,1,0.7,34m,42k,102m,122k,11g,16g,20s,9s,1,false,0.8999999999999999,false,false,0.5
1584,1200000,20,20,125m,83k,800,140ms,3,0.5,52m,113k,66m,104k,14g,14g,160s,6s,3,true,0.5,true,true,0.9999999999999999
1585,3100000,20,20,127m,93k,330,200ms,4,0.8999999999999999,4m,30k,88m,30k,11g,13g,420s,7s,4,true,0.7999999999999999,true,true,0.6
1586,1200000,10,10,124m,109k,200,880ms,1,0.8999999999999999,38m,76k,28m,80k,10g,18g,300s,10s,2,true,0.9999999999999999,true,true,0.8999999999999999
1587,1200000,20,20,84m,43k,950,620ms,5,0.7,12m,111k,112m,80k,14g,14g,460s,7s,4,false,0.9999999999999999,true,false,0.7999999999999999
1588,2466666,15,15,70m,81k,450,210ms,3,0.6,22m,60k,30m,46k,11g,13g,100s,6s,1,true,0.7999999999999999,false,false,0.8999999999999999
1589,1200000,20,20,89m,63k,470,680ms,2,0.8999999999999999,46m,101k,98m,104k,9g,11g,380s,1s,7,true,0.6,false,true,0.7
1590,1200000,20,20,88m,27k,570,670ms,2,0.9999999999999999,44m,51k,110m,64k,9g,14g,400s,7s,6,true,0.7,false,false,0.8999999999999999
1591,1833333,15,15,47m,99k,970,480ms,2,0.6,44m,89k,112m,54k,11g,12g,480s,3s,4,true,0.6,true,true,0.5
1592,2466666,30,30,109m,37k,270,780ms,3,0.5,58m,86k,96m,78k,14g,17g,380s,2s,2,false,0.5,false,true,0.8999999999999999
1593,3100000,10,10,85m,120k,690,240ms,1,0.7999999999999999,8m,90k,124m,98k,13g,9g,200s,4s,6,true,0.5,false,true,0.7
1594,3100000,10,10,29m,117k,450,920ms,2,0.7999999999999999,54m,124k,128m,98k,13g,16g,240s,3s,4,true,0.7,true,true,0.8999999999999999
1595,1833333,30,30,50m,59k,680,210ms,5,0.7999999999999999,6m,74k,104m,96k,14g,15g,160s,2s,6,true,0.5,true,false,0.7
1596,2466666,30,30,124m,106k,750,920ms,1,0.9999999999999999,18m,85k,62m,26k,10g,14g,500s,5s,4,false,0.9999999999999999,true,false,0.5
1597,3100000,30,30,108m,47k,520,990ms,4,0.5,16m,35k,72m,48k,10g,10g,260s,4s,5,true,0.9999999999999999,false,false,0.6
1598,3100000,10,10,64m,75k,330,980ms,2,0.8999999999999999,12m,75k,98m,24k,12g,13g,80s,2s,1,true,0.8999999999999999,false,true,0.8999999999999999
1599,2466666,15,15,59m,104k,370,430ms,2,0.5,44m,62k,38m,44k,14g,12g,180s,6s,4,false,0.8999999999999999,false,false,0.8999999999999999
1600,1200000,30,30,47m,83k,370,640ms,3,0.5,56m,75k,56m,88k,11g,13g,40s,6s,3,true,0.5,true,false,0.8999999999999999
1601,2466666,10,10,79m,73k,300,850ms,2,0.9999999999999999,20m,101k,94m,124k,8g,10g,20s,6s,5,true,0.8999999999999999,false,true,0.6
1602,2466666,30,30,98m,47k,730,210ms,2,0.7999999999999999,36m,55k,42m,80k,13g,10g,60s,4s,1,true,0.9999999999999999,true,true,0.5
1603,1833333,20,20,108m,58k,370,140ms,1,0.7,48m,105k,80m,56k,10g,9g,240s,4s,3,true,0.9999999999999999,false,true,0.6
1604,1833333,30,30,79m,44k,800,410ms,1,0.7999999999999999,38m,83k,92m,104k,12g,11g,440s,9s,1,true,0.7999999999999999,true,false,0.5
1605,3100000,30,30,70m,116k,160,600ms,2,0.9999999999999999,60m,115k,90m,60k,13g,15g,140s,10s,2,true,0.7999999999999999,true,false,0.5
1606,3100000,30,30,39m,46k,540,240ms,2,0.7999999999999999,60m,42k,118m,62k,9g,14g,220s,5s,7,false,0.9999999999999999,false,false,0.7999999999999999
1607,3100000,10,10,93m,96k,490,330ms,2,0.8999999999999999,56m,114k,110m,102k,13g,15g,180s,8s,2,true,0.9999999999999999,false,false,0.7
1608,3100000,10,10,35m,86k,760,320ms,1,0.8999999999999999,18m,25k,100m,74k,9g,12g,200s,8s,4,false,0.6,true,true,0.7999999999999999
1609,1200000,20,20,55m,99k,780,290ms,3,0.7,18m,104k,108m,88k,9g,10g,280s,9s,7,false,0.5,false,true,0.6
1610,1833333,10,10,67m,38k,110,530ms,2,0.9999999999999999,20m,76k,68m,54k,11g,16g,360s,3s,4,false,0.7,false,true,0.7999999999999999
1611,2466666,15,15,34m,91k,170,710ms,2,0.7999999999999999,18m,87k,68m,106k,10g,9g,260s,1s,8,false,0.9999999999999999,true,false,0.5
1612,2466666,30,30,42m,62k,180,680ms,1,0.5,8m,29k,106m,68k,12g,8g,140s,2s,3,false,0.7999999999999999,false,false,0.9999999999999999
1613,1200000,10,10,98m,38k,780,560ms,1,0.8999999999999999,34m,78k,78m,48k,8g,11g,360s,10s,8,true,0.7999999999999999,false,true,0.6
1614,1833333,30,30,24m,102k,690,630ms,5,0.8999999999999999,40m,72k,118m,72k,12g,18g,360s,4s,4,false,0.8999999999999999,false,true,0.5
1615,1200000,20,20,113m,100k,550,780ms,5,0.7,26m,68k,68m,26k,10g,17g,360s,8s,3,true,0.6,false,false,0.6
1616,3100000,20,20,25m,47k,830,500ms,3,0.5,62m,33k,94m,66k,10g,17g,140s,9s,2,false,0.7999999999999999,true,true,0.8999999999999999
1617,3100000,15,15,126m,43k,500,620ms,1,0.8999999999999999,32m,102k,106m,96k,10g,8g,220s,6s,4,true,0.5,true,true,0.7999999999999999
1618,2466666,30,30,105m,96k,420,900ms,1,0.7,42m,43k,110m,32k,9g,12g,500s,2s,4,true,0.7999999999999999,true,true,0.8999999999999999
1619,1833333,10,10,100m,40k,700,100ms,4,0.7,14m,103k,74m,88k,13g,15g,100s,10s,3,true,0.7,true,true,0.8999999999999999
1620,2466666,15,15,105m,41k,140,510ms,1,0.8999999999999999,38m,87k,86m,66k,14g,17g,160s,6s,6,false,0.7,true,false,0.5
1621,1833333,10,10,47m,45k,730,390ms,3,0.6,62m,91k,52m,30k,10g,17g,480s,4s,2,false,0.9999999999999999,true,false,0.7
1622,3100000,10,10,86m,111k,510,590ms,4,0.7,44m,78k,48m,56k,12g,12g,200s,2s,7,false,0.6,false,false,0.7
1623,2466666,15,15,67m,55k,150,260ms,5,0.9999999999999999,16m,92k,104m,96k,11g,18g,320s,9s,7,false,0.7,true,true,0.9999999999999999
1624,1200000,15,15,71m,36k,820,640ms,5,0.5,38m,29k,82m,120k,12g,12g,300s,7s,1,true,0.6,false,true,0.6
1625,2466666,20,20,126m,122k,210,930ms,4,0.6,44m,94k,80m,58k,11g,17g,240s,3s,6,true,0.6,false,false,0.9999999999999999
1626,1200000,30,30,125m,79k,360,380ms,2,0.7,20m,72k,118m,86k,9g,9g,380s,4s,6,true,0.7999999999999999,true,true,0.7
1627,3100000,30,30,87m,52k,640,400ms,1,0.7999999999999999,18m,96k,52m,80k,11g,18g,360s,3s,8,true,0.7,false,false,0.7
1628,2466666,10,10,56m,47k,450,680ms,3,0.7999999999999999,38m,71k,120m,54k,13g,17g,120s,1s,1,true,0.8999999999999999,true,true,0.9999999999999999
1629,3100000,15,15,33m,31k,460,570ms,5,0.9999999999999999,40m,29k,40m,72k,9g,11g,340s,6s,4,false,0.7,false,true,0.5
1630,1200000,30,30,56m,101k,140,450ms,4,0.8999999999999999,64m,119k,106m,24k,14g,9g,300s,2s,7,true,0.7999999999999999,false,false,0.6
1631,3100000,10,10,37m,118k,940,890ms,3,0.9999999999999999,52m,37k,108m,96k,11g,17g,340s,10s,4,true,0.8999999999999999,false,false,0.9999999999999999
1632,3100000,15,15,104m,103k,930,230ms,4,0.8999999999999999,40m,80k,28m,30k,13g,14g,500s,5s,8,false,0.7,false,false,0.7999999999999999
1633,3100000,30,30,104m,114k,470,170ms,3,0.5,44m,61k,30m,88k,12g,17g,440s,6s,4,false,0.9999999999999999,false,false,0.6
1634,1200000,15,15,66m,50k,980,180ms,1,0.6,16m,55k,24m,122k,10g,13g,180s,4s,1,true,0.7999999999999999,true,true,0.7
1635,2466666,20,20,88m,36k,130,790ms,1,0.6,12m,103k,112m,122k,13g,12g,220s,2s,1,false,0.5,true,false,0.7999999999999999
1636,1833333,20,20,51m,89k,450,810ms,3,0.9999999999999999,36m,94k,24m,106k,12g,12g,60s,6s,3,true,0.6,true,false,0.6
1637,1200000,10,10,114m,96k,950,910ms,3,0.6,24m,97k,40m,52k,8g,13g,40s,7s,8,true,0.5,false,true,0.5
1638,1833333,20,20,32m,67k,200,280ms,3,0.7,26m,36k,64m,94k,14g,16g,280s,6s,3,false,0.7,true,false,0.5
1639,1200000,20,20,90m,70k,520,380ms,2,0.5,42m,64k,126m,78k,9g,17g,400s,5s,4,true,0.5,false,true,0.7
1640,2466666,10,10,126m,115k,480,520ms,3,0.5,42m,45k,26m,120k,10g,9g,420s,3s,5,true,0.8999999999999999,false,false,0.7999999999999999
1641,2466666,30,30,42m,58k,920,650ms,3,0.8999999999999999,58m,107k,126m,36k,10g,11g,100s,2s,7,false,0.9999999999999999,true,false,0.7
1642,3100000,30,30,52m,34k,160,800ms,5,0.7999999999999999,12m,86k,46m,76k,12g,18g,400s,2s,4,true,0.6,true,false,0.8999999999999999
1643,1200000,15,15,100m,33k,670,420ms,3,0.7,10m,77k,58m,86k,8g,9g,280s,5s,1,true,0.9999999999999999,true,false,0.6
1644,2466666,15,15,69m,78k,330,430ms,3,0.5,62m,82k,74m,92k,11g,10g,160s,3s,6,false,0.6,true,false,0.7
1645,1200000,10,10,118m,44k,600,700ms,4,0.5,32m,114k,90m,36k,12g,8g,460s,10s,6,true,0.5,false,true,0.6
1646,2466666,30,30,82m,70k,560,500ms,1,0.6,42m,108k,46m,88k,9g,14g,420s,10s,8,true,0.6,true,false,0.5
1647,2466666,30,30,90m,83k,530,650ms,1,0.7999999999999999,60m,78k,76m,102k,13g,9g,220s,1s,5,false,0.9999999999999999,true,true,0.5
1648,1200000,15,15,53m,53k,530,750ms,2,0.7,26m,27k,26m,80k,11g,12g,140s,5s,1,false,0.9999999999999999,false,false,0.7999999999999999
1649,1833333,10,10,66m,72k,630,1000ms,3,0.9999999999999999,58m,41k,50m,90k,9g,11g,420s,6s,5,true,0.8999999999999999,true,false,0.7
1650,2466666,30,30,116m,113k,990,470ms,1,0.7,10m,114k,104m,74k,14g,18g,40s,7s,3,false,0.9999999999999999,true,true,0.8999999999999999
1651,1833333,20,20,37m,71k,770,100ms,5,0.5,42m,70k,72m,104k,11g,13g,80s,3s,4,false,0.7,true,true,0.9999999999999999
1652,3100000,15,15,60m,39k,400,320ms,3,0.8999999999999999,12m,110k,58m,40k,13g,10g,80s,5s,7,false,0.8999999999999999,true,true,0.9999999999999999
1653,1833333,15,15,52m,102k,400,490ms,2,0.9999999999999999,28m,125k,50m,36k,11g,13g,160s,9s,2,false,0.8999999999999999,false,false,0.7
1654,2466666,15,15,31m,108k,600,880ms,2,0.9999999999999999,30m,42k,128m,78k,14g,11g,280s,10s,1,false,0.7,false,false,0.8999999999999999
1655,3100000,20,20,87m,24k,350,130ms,3,0.9999999999999999,62m,31k,44m,56k,11g,17g,400s,7s,7,false,0.8999999999999999,false,false,0.5
1656,2466666,20,20,29m,115k,400,680ms,3,0.6,36m,73k,32m,48k,11g,18g,180s,1s,5,false,0.5,false,false,0.7
1657,2466666,10,10,39m,64k,110,430ms,3,0.7999999999999999,40m,125k,66m,52k,14g,13g,140s,5s,8,true,0.6,true,false,0.9999999999999999
1658,1200000,15,15,85m,47k,420,500ms,4,0.8999999999999999,22m,103k,100m,94k,10g,8g,500s,2s,4,false,0.6,false,false,0.9999999999999999
1659,3100000,30,30,121m,38k,290,870ms,5,0.5,4m,101k,46m,126k,14g,17g,240s,2s,4,false,0.7,false,true,0.6
1660,1833333,20,20,93m,65k,100,280ms,3,0.5,60m,63k,70m,116k,12g,11g,20s,2s,7,false,0.7,true,true,0.6
1661,1833333,20,20,127m,123k,830,190ms,1,0.9999999999999999,20m,61k,80m,36k,8g,11g,440s,3s,4,false,0.6,true,true,0.7
1662,3100000,10,10,91m,29k,660,400ms,1,0.8999999999999999,38m,51k,102m,58k,9g,17g,20s,6s,3,false,0.6,true,true,0.8999999999999999
1663,2466666,15,15,25m,37k,420,360ms,4,0.6,52m,101k,98m,24k,11g,9g,480s,6s,5,false,0.9999999999999999,true,true,0.7999999999999999
1664,2466666,10,10,26m,42k,180,930ms,3,0.5,52m,106k,44m,88k,12g,12g,280s,10s,5,true,0.7999999999999999,true,false,0.9999999999999999
1665,1833333,20,20,33m,70k,750,810ms,3,0.6,10m,100k,40m,56k,12g,9g,200s,2s,3,true,0.5,false,true,0.9999999999999999
1666,3100000,30,30,120m,79k,950,320ms,3,0.6,10m,115k,68m,98k,14g,9g,500s,2s,8,false,0.9999999999999999,false,true,0.9999999999999999
1667,2466666,20,20,72m,119k,890,160ms,5,0.5,52m,65k,128m,110k,11g,12g,300s,9s,6,true,0.7,true,false,0.7999999999999999
1668,3100000,10,10,78m,53k,160,900ms,2,0.9999999999999999,6m,60k,66m,38k,13g,9g,180s,7s,7,true,0.9999999999999999,false,false,0.6
1669,3100000,30,30,65m,56k,420,850ms,2,0.6,58m,29k,82m,46k,13g,14g,200s,3s,8,true,0.6,false,false,0.8999999999999999
1670,3100000,20,20,55m,103k,270,460ms,2,0.8999999999999999,18m,90k,72m,124k,14g,14g,300s,10s,7,true,0.8999999999999999,false,true,0.8999999999999999
1671,3100000,30,30,66m,36k,550,230ms,3,0.6,14m,25k,126m,78k,8g,17g,120s,1s,6,true,0.9999999999999999,false,true,0.5
1672,1200000,15,15,33m,73k,830,330ms,1,0.7,54m,39k,46m,76k,9g,10g,340s,9s,4,true,0.6,false,false,0.7
1673,1200000,15,15,107m,44k,720,700ms,4,0.5,10m,112k,92m,94k,8g,14g,400s,4s,5,true,0.6,false,false,0.9999999999999999
1674,3100000,20,20,61m,121k,820,330ms,3,0.6,38m,84k,64m,76k,8g,16g,40s,7s,2,false,0.8999999999999999,true,true,0.5
1675,1200000,30,30,28m,64k,740,140ms,5,0.8999999999999999,58m,50k,72m,70k,9g,14g,220s,7s,7,false,0.8999999999999999,true,false,0.8999999999999999
1676,2466666,30,30,37m,45k,600,730ms,1,0.7999999999999999,48m,38k,56m,46k,13g,9g,320s,5s,8,false,0.7,true,false,0.7999999999999999
1677,1200000,10,10,66m,124k,850,850ms,3,0.7999999999999999,58m,65k,86m,70k,9g,10g,400s,8s,6,false,0.8999999999999999,false,true,0.7
1678,1200000,20,20,109m,94k,340,530ms,5,0.7,34m,59k,38m,78k,10g,18g,480s,6s,3,true,0.5,false,false,0.6
1679,1200000,30,30,25m,65k,900,900ms,4,0.7999999999999999,4m,118k,84m,36k,10g,9g,160s,4s,3,false,0.5,true,false,0.7999999999999999
1680,3100000,30,30,28m,89k,780,760ms,4,0.7,48m,42k,54m,116k,9g,14g,40s,5s,5,true,0.6,true,true,0.7
1681,2466666,15,15,52m,76k,550,260ms,2,0.6,38m,36k,124m,78k,9g,15g,200s,3s,4,false,0.9999999999999999,false,false,0.9999999999999999
1682,1200000,30,30,75m,80k,820,510ms,5,0.7999999999999999,30m,82k,66m,68k,12g,16g,340s,3s,4,true,0.6,false,true,0.6
1683,2466666,15,15,92m,60k,270,960ms,4,0.7999999999999999,32m,85k,82m,82k,13g,11g,380s,9s,4,false,0.6,true,false,0.7
1684,1833333,30,30,108m,98k,470,740ms,5,0.6,32m,75k,50m,38k,8g,14g,260s,3s,6,true,0.5,false,true,0.7999999999999999
1685,2466666,15,15,43m,79k,950,320ms,2,0.8999999999999999,16m,70k,50m,116k,10g,10g,420s,6s,3,true,0.7,false,false,0.9999999999999999
1686,1200000,30,30,57m,113k,300,600ms,2,0.6,52m,42k,120m,64k,8g,11g,180s,4s,8,false,0.8999999999999999,true,true,0.9999999999999999
1687,1833333,20,20,94m,111k,970,590ms,3,0.8999999999999999,32m,76k,112m,26k,9g,10g,80s,5s,1,false,0.6,false,true,0.8999999999999999
1688,1200000,15,15,63m,49k,150,210ms,3,0.5,10m,48k,54m,114k,11g,9g,160s,10s,6,false,0.6,true,false,0.5
1689,1833333,30,30,29m,87k,750,430ms,2,0.9999999999999999,18m,46k,94m,32k,10g,12g,60s,9s,8,false,0.7,false,false,0.5
1690,1200000,15,15,68m,53k,220,320ms,2,0.8999999999999999,32m,102k,104m,90k,14g,18g,420s,8s,7,true,0.9999999999999999,true,false,0.7999999999999999
1691,3100000,30,30,61m,79k,720,760ms,2,0.7,34m,41k,84m,88k,14g,18g,400s,7s,1,true,0.7999999999999999,true,true,0.6
1692,2466666,10,10,50m,29k,870,420ms,4,0.9999999999999999,20m,67k,84m,34k,11g,15g,440s,2s,4,true,0.9999999999999999,true,false,0.7
1693,3100000,30,30,83m,40k,120,710ms,1,0.7,50m,53k,96m,90k,12g,18g,200s,2s,2,false,0.7,true,false,0.8999999999999999
1694,2466666,30,30,110m,128k,420,740ms,4,0.8999999999999999,6m,122k,78m,30k,11g,16g,460s,8s,6,true,0.8999999999999999,false,true,0.6
1695,3100000,10,10,85m,95k,450,380ms,2,0.7,50m,68k,58m,36k,9g,16g,360s,4s,3,true,0.7,false,false,0.6
1696,2466666,10,10,74m,62k,560,890ms,2,0.7999999999999999,30m,56k,88m,126k,14g,11g,420s,4s,3,false,0.7999999999999999,true,true,0.7999999999999999
1697,1200000,10,10,104m,89k,750,360ms,4,0.7,26m,77k,68m,58k,9g,14g,500s,10s,8,false,0.8999999999999999,true,true,0.5
1698,1833333,15,15,76m,77k,300,710ms,3,0.8999999999999999,32m,122k,76m,100k,9g,17g,80s,2s,2,false,0.5,false,false,0.5
1699,3100000,15,15,42m,112k,780,260ms,1,0.8999999999999999,62m,124k,106m,48k,10g,8g,40s,1s,8,false,0.7,false,true,0.8999999999999999
1700,3100000,30,30,87m,79k,480,170ms,4,0.9999999999999999,64m,110k,94m,66k,12g,10g,220s,4s,7,true,0.8999999999999999,false,true,0.7
1701,1200000,20,20,43m,81k,330,350ms,5,0.8999999999999999,6m,86k,120m,56k,10g,14g,60s,6s,8,true,0.7999999999999999,false,false,0.6
1702,2466666,15,15,38m,78k,600,300ms,5,0.5,18m,88k,122m,52k,10g,10g,300s,7s,8,true,0.5,false,false,0.9999999999999999
1703,1200000,15,15,45m,114k,770,450ms,1,0.7,62m,51k,36m,34k,8g,16g,140s,10s,4,false,0.8999999999999999,true,true,0.6
1704,3100000,20,20,88m,68k,760,200ms,2,0.7999999999999999,36m,108k,54m,42k,8g,16g,320s,9s,7,false,0.7,false,false,0.7
1705,1833333,15,15,71m,114k,160,380ms,3,0.9999999999999999,32m,34k,86m,108k,10g,8g,280s,3s,4,true,0.6,false,false,0.7
1706,3100000,10,10,52m,65k,900,610ms,2,0.7999999999999999,50m,30k,126m,122k,8g,15g,420s,1s,1,false,0.9999999999999999,true,true,0.7
1707,1833333,15,15,80m,34k,740,500ms,5,0.7999999999999999,50m,42k,80m,90k,9g,10g,280s,7s,8,true,0.7999999999999999,false,false,0.7999999999999999
1708,2466666,10,10,117m,58k,220,240ms,3,0.6,6m,85k,86m,24k,12g,17g,100s,8s,2,true,0.9999999999999999,true,true,0.7
1709,2466666,20,20,66m,32k,570,130ms,5,0.7999999999999999,52m,121k,26m,76k,12g,14g,200s,7s,1,false,0.6,false,true,0.9999999999999999
1710,2466666,20,20,98m,92k,210,500ms,5,0.9999999999999999,22m,118k,80m,104k,9g,18g,120s,9s,5,false,0.8999999999999999,true,false,0.9999999999999999
1711,1833333,10,10,38m,106k,960,520ms,5,0.8999999999999999,24m,25k,28m,36k,10g,10g,280s,3s,7,true,0.6,false,false,0.8999999999999999
1712,1200000,20,20,25m,97k,170,240ms,3,0.8999999999999999,46m,120k,48m,96k,10g,16g,500s,5s,7,false,0.9999999999999999,false,true,0.5
1713,2466666,30,30,60m,58k,310,590ms,1,0.7999999999999999,16m,68k,94m,82k,11g,11g,260s,5s,8,true,0.6,true,false,0.8999999999999999
1714,2466666,10,10,89m,92k,900,740ms,3,0.7999999999999999,58m,119k,68m,96k,8g,8g,420s,8s,3,true,0.9999999999999999,true,false,0.6
1715,1833333,20,20,102m,39k,660,980ms,1,0.5,44m,48k,32m,96k,12g,12g,20s,1s,2,true,0.7999999999999999,false,false,0.9999999999999999
1716,1200000,30,30,39m,46k,270,580ms,4,0.8999999999999999,14m,48k,86m,50k,14g,11g,300s,4s,4,false,0.5,false,true,0.7999999999999999
1717,1200000,20,20,125m,75k,200,380ms,3,0.7,62m,46k,74m,112k,13g,9g,180s,1s,5,true,0.8999999999999999,false,true,0.6
1718,1200000,30,30,30m,81k,680,550ms,4,0.7,16m,114k,70m,80k,10g,14g,360s,1s,1,true,0.6,false,true,0.5
1719,2466666,20,20,126m,71k,460,970ms,1,0.9999999999999999,6m,108k,88m,78k,8g,9g,240s,6s,7,false,0.6,true,false,0.8999999999999999
1720,1833333,30,30,45m,84k,440,680ms,3,0.9999999999999999,26m,105k,66m,34k,12g,17g,100s,10s,2,true,0.8999999999999999,true,true,0.9999999999999999
1721,1200000,30,30,42m,96k,580,240ms,2,0.5,48m,29k,74m,34k,10g,16g,260s,6s,8,false,0.9999999999999999,true,true,0.7
1722,3100000,20,20,107m,91k,270,350ms,4,0.6,22m,75k,72m,62k,11g,13g,340s,7s,1,true,0.8999999999999999,false,true,0.6
1723,3100000,20,20,98m,42k,310,810ms,2,0.6,52m,98k,86m,76k,12g,16g,300s,10s,6,false,0.6,false,false,0.8999999999999999
1724,1200000,15,15,98m,95k,670,180ms,4,0.7,24m,48k,120m,88k,10g,8g,400s,1s,3,false,0.5,true,true,0.9999999999999999
1725,1200000,15,15,45m,47k,450,910ms,3,0.6,34m,85k,58m,110k,13g,8g,180s,1s,2,false,0.9999999999999999,true,false,0.7
1726,1833333,30,30,55m,90k,280,350ms,5,0.8999999999999999,40m,98k,72m,54k,10g,9g,180s,10s,6,true,0.9999999999999999,true,false,0.7
1727,3100000,10,10,97m,31k,200,600ms,4,0.7999999999999999,6m,93k,98m,32k,11g,18g,220s,7s,7,true,0.7,true,true,0.8999999999999999
1728,1833333,15,15,91m,71k,930,440ms,5,0.8999999999999999,30m,54k,108m,34k,10g,10g,380s,5s,7,true,0.9999999999999999,true,true,0.9999999999999999
1729,1200000,15,15,106m,65k,500,710ms,5,0.6,30m,55k,52m,42k,10g,15g,280s,9s,5,true,0.7999999999999999,false,true,0.6
1730,2466666,30,30,98m,38k,490,720ms,3,0.7,58m,88k,70m,126k,10g,17g,360s,6s,8,true,0.6,false,true,0.7
1731,1200000,10,10,48m,56k,370,260ms,4,0.8999999999999999,58m,117k,90m,56k,13g,9g,300s,3s,2,true,0.8999999999999999,true,true,0.7
1732,3100000,20,20,24m,60k,620,730ms,2,0.7999999999999999,22m,35k,88m,34k,8g,12g,240s,3s,3,false,0.9999999999999999,false,true,0.7
1733,1833333,10,10,43m,59k,170,670ms,2,0.9999999999999999,18m,106k,110m,72k,9g,14g,40s,5s,3,false,0.7999999999999999,false,true,0.7999999999999999
1734,1833333,30,30,69m,56k,630,620ms,1,0.8999999999999999,40m,100k,56m,48k,14g,12g,440s,9s,5,true,0.8999999999999999,false,true,0.7999999999999999
1735,1833333,20,20,58m,31k,190,770ms,3,0.5,60m,64k,104m,82k,10g,16g,160s,5s,7,true,0.5,true,false,0.6
1736,1833333,30,30,110m,62k,110,380ms,1,0.7999999999999999,26m,79k,126m,76k,9g,14g,260s,9s,4,true,0.6,false,true,0.7
1737,3100000,15,15,56m,60k,130,870ms,1,0.7,10m,82k,82m,124k,9g,8g,260s,10s,5,true,0.9999999999999999,true,true,0.6
1738,1833333,15,15,68m,108k,590,610ms,1,0.7,52m,85k,120m,106k,13g,15g,240s,9s,3,true,0.7,false,false,0.9999999999999999
1739,2466666,20,20,47m,92k,530,110ms,4,0.5,64m,42k,92m,76k,12g,13g,280s,8s,1,false,0.7,false,true,0.6
1740,2466666,20,20,127m,86k,560,880ms,2,0.9999999999999999,14m,42k,28m,70k,11g,16g,20s,10s,3,false,0.7999999999999999,true,false,0.7
1741,3100000,15,15,63m,102k,390,130ms,3,0.7999999999999999,60m,116k,112m,110k,10g,18g,20s,10s,4,true,0.5,false,false,0.8999999999999999
1742,3100000,15,15,98m,122k,840,380ms,5,0.6,32m,110k,56m,64k,8g,14g,140s,10s,5,true,0.5,true,true,0.6
1743,1200000,15,15,72m,60k,260,760ms,5,0.6,48m,64k,114m,46k,14g,10g,440s,8s,2,false,0.8999999999999999,true,true,0.9999999999999999
1744,1833333,15,15,35m,25k,650,590ms,3,0.9999999999999999,36m,76k,86m,90k,14g,14g,180s,10s,3,true,0.5,false,true,0.8999999999999999
1745,1200000,10,10,63m,104k,370,660ms,3,0.6,4m,44k,126m,30k,12g,17g,40s,1s,4,false,0.7999999999999999,true,false,0.6
1746,1200000,30,30,114m,72k,280,790ms,3,0.7999999999999999,46m,52k,112m,122k,10g,14g,20s,4s,8,true,0.6,false,false,0.5
1747,3100000,20,20,38m,58k,390,630ms,3,0.7,28m,81k,86m,116k,9g,15g,280s,9s,8,true,0.7999999999999999,true,true,0.7999999999999999
1748,3100000,15,15,78m,125k,420,630ms,1,0.6,44m,43k,72m,116k,14g,13g,160s,5s,1,true,0.5,true,false,0.8999999999999999
1749,1833333,15,15,91m,114k,790,640ms,3,0.7,58m,47k,56m,122k,11g,13g,160s,3s,8,false,0.7999999999999999,false,false,0.7999999999999999
1750,3100000,15,15,60m,95k,580,1000ms,4,0.7,50m,33k,64m,90k,10g,8g,380s,5s,2,false,0.6,true,true,0.7
1751,2466666,15,15,34m,86k,160,600ms,2,0.6,32m,102k,54m,42k,11g,10g,440s,9s,5,true,0.7999999999999999,false,false,0.9999999999999999
1752,1833333,10,10,31m,45k,780,940ms,3,0.8999999999999999,58m,114k,124m,34k,13g,16g,500s,10s,2,true,0.9999999999999999,false,true,0.7999999999999999
1753,1833333,20,20,37m,58k,830,880ms,3,0.5,16m,69k,124m,72k,9g,12g,360s,6s,7,true,0.5,true,true,0.9999999999999999
